Link Name,Source Physical Location,Source NE Name,Source NE ID,Source Board,Source Port,Sink Physical Location,Sink NE Name,Sink NE ID,Sink Board,Sink Port,Level,Up and down Rate Ratio(TX:RX),Source Protect Type,Sink Protect Type,Source Protection Group ID,Sink Protection Group ID,Source Protect Unit Type,Sink Protect Unit Type,Source Revertive Mode,Sink Revertive Mode,Source Protection Group Active Work Unit,Sink Protection Group Active Work Unit,Source XPIC Group ID,Sink XPIC Group ID,Source XPIC Group Capacity (Mbit/s),Sink XPIC Group Capacity (Mbit/s),Source XPIC Polarization Direction,Sink XPIC Polarization Direction,Source XPIC Adjoin NEID,Sink XPIC Adjoin NEID,Source XPIC Adjoin LinkID,Sink XPIC Adjoin LinkID,Source Frequency(GHz),Sink Frequency(GHz),Source ODU Frequency Range(MHz),Sink ODU Frequency Range(MHz),Source Equipment Infomation,Sink Equipment Infomation,Source Station Type,Sink Station Type,Source NE Frequency (MHz),Sink NE Frequency (MHz),Source NE Radio Work Mode,Sink NE Radio Work Mode,Source NE Preset Value of Transmit Power,Sink NE Preset Value of Transmit Power,Source NE Current Value of Transmit Power,Sink NE Current Value of Transmit Power,Source NE Preset Value of Receive Power,Sink NE Preset Value of Receive Power,Source NE Current Value of Receive Power,Sink NE Current Value of Receive Power,Source NE Max Value of Transmit Power of 24-Hour PM,Sink NE Max Value of Transmit Power of 24-Hour PM,Source NE Min Value of Transmit Power of 24-Hour PM,Sink NE Min Value of Transmit Power of 24-Hour PM,Source NE Max Value of Receive Power of 24-Hour PM,Sink NE Max Value of Receive Power of 24-Hour PM,Source NE Min Value of Receive Power of 24-Hour PM,Sink NE Min Value of Receive Power of 24-Hour PM,Source NE Guaranteed E1 Capacity,Sink NE Guaranteed E1 Capacity,Source NE Occupied E1 Capacity,Sink NE Occupied E1 Capacity,Source NE E1 Capacity Usage (%),Sink NE E1 Capacity Usage (%),Source NE Ethernet Capacity (Mbit/s),Sink NE Ethernet Capacity (Mbit/s),Source NE Max. Ethernet Throughput (kbps),Sink NE Max. Ethernet Throughput (kbps),Source NE Min. Ethernet Throughput (kbps),Sink NE Min. Ethernet Throughput (kbps),Source NE Average Ethernet Throughput (kbps),Sink NE Average Ethernet Throughput (kbps),Source NE ATPC Enable Status,Sink NE ATPC Enable Status,Source NE ATPC Upper Threshold,Sink NE ATPC Upper Threshold,Source NE ATPC Lower Threshold,Sink NE ATPC Lower Threshold,Source NE ATPC Automatic Threshold Enable Status,Sink NE ATPC Automatic Threshold Enable Status,Source NE ATPC Upper Automatic Threshold,Sink NE ATPC Upper Automatic Threshold,Source NE ATPC Lower Automatic Threshold,Sink NE ATPC Lower Automatic Threshold,Source NE AM Status,Sink NE AM Status,Source AM Full Capacity Modulation Format,Sink AM Full Capacity Modulation Format,Source AM Guaranteed Capacity Modulation Format,Sink AM Guaranteed Capacity Modulation Format,Highest-Order AM Scheme for Source NE,Highest-Order AM Scheme for Sink NE,Lowest-Order AM Scheme for Source NE,Lowest-Order AM Scheme for Sink NE,Link ID,Site Distance
l-7,,1642-CTG_G0337_NE_1,9-1642,3-ISV3,1(CTG_X0519_NE_1),,1647-CTG_X0519_NE_1,9-1647,5-ISV3,1(1642-CTG_G0337_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17940.63,18950.63,"1E1,14MHz,256QAM","1E1,14MHz,256QAM",4,4,3.9,4,-10,-10,-40,-40,4,4,3.8,3.8,-40,-39.7,-40.7,-40.2,1,1,1,1,100,100,86.128,86.128,57507,15632,286,268,21906,5556,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,69,-
l-8,,1648-CTG_X0018_NE_1,9-1648,5-ISV3,1(CTG_X0017_NE_1),,1638-CTG_X0017_NE_1,9-1638,3-ISV3,1(CTG_X0018_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18957.5,17947.5,"1E1,28MHz,1024QAMLight","1E1,28MHz,1024QAMLight",17,17,13,13.1,-34.8,-34.8,-45,-46.3,13.6,13.1,13,12.5,-44.5,-45.7,-45.3,-46.6,1,1,0,0,0,0,225.323,225.323,78862,20989,630,490,32124,7175,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,70,-
l-9,,1647-CTG_X0519_NE_1,9-1647,3-ISV3,1(CTG_X0017_NE_1),,1638-CTG_X0017_NE_1,9-1638,5-ISV3,1(CTG_X0519_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,19005.625,17995.625,"1E1,14MHz,256QAM","1E1,14MHz,256QAM",2,2,1.9,2,-10,-10,-41.4,-41.2,2,2.1,1.9,1.9,-40.8,-40.6,-41.4,-41.2,1,1,1,1,100,100,86.128,86.128,12932,49831,235,269,4612,17663,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,71,-
l-1,,1557-CTG_R1747_NE_1,9-1557,3-ISV3,1(CTG_X0747_NE_1),,1580-CTG_X0747_NE_1,9-1580,4-ISV3,1(CTG_R1747_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-2,XMC-2,TX high,TX low,38423,37163,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",0,0,0,0.1,-10,-10,-36,-36.2,0.2,0.1,0,0,-35.1,-35,-36,-36.2,0,0,0,0,-,-,88.203,88.203,42242,8978,127,117,9422,2674,Enabled,Enabled,-46,-46,-51,-51,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,72,-
l-2,,1580-CTG_X0747_NE_1,9-1580,3-ISV3,1(CTG_X0146_NE_1),,653-CTG_X0146_NE_1,9-653,4-ISV3,1(CTG_X0747_NE_1),Hybrid(210Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37128,38388,"0E1,28MHz,512QAMLight","0E1,28MHz,512QAMLight",5,5,0,0,-10,-10,-39.5,-39.9,0.1,0,0,0,-39,-39.3,-39.5,-39.9,0,0,0,0,-,-,209.371,209.371,93660,32402,397,448,30439,6930,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,73,-
l-3,,1580-CTG_X0747_NE_1,9-1580,5-ISV3,1(CTG_X0146_NE_1),,653-CTG_X0146_NE_1,9-653,6-ISV3,1(CTG_X0747_NE_1),Hybrid(210Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37128,38388,"0E1,28MHz,512QAMLight","0E1,28MHz,512QAMLight",5,5,-55,-55,-36.1,-36.1,-39.7,-39.5,-55,-55,-55,-55,-39.4,-39,-39.7,-39.5,0,0,0,0,-,-,209.371,209.371,94644,32442,413,422,30439,6930,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,74,-
l-1,,1938-CTG_X0139_NE_1,Sep-38,11-ISV3,1(CTG_X0003_NE_1),,782-CTG_X0003_NE_1,9-782,6-ISV3,1(CTG_X0139_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37128,38388,"3E1,28MHz,1024QAMLight","3E1,28MHz,1024QAMLight",0,0,0,0,-10,-10,-33,-33.4,0,0,0,0,-33,-33.4,-35.1,-35.3,3,3,2,3,66.67,100,221.173,221.173,22158,70772,4,20,1282,10963,Enabled,Enabled,-41,-41,-46,-46,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,75,-
l-5,,1928-CTG_B0357_NE_1,Sep-28,3-ISV3,1(CTG_X1035_NE_1),,789-CTG_X1035_NE_1,9-789,4-ISV3,1(CTG_B0357_NE_1),Hybrid(17Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37157.75,38417.75,"0E1,3.5MHz,128QAM","0E1,3.5MHz,128QAM",0,0,0,0.2,-10,-10,-47.1,-48.7,0.1,0.2,-0.1,0,-47.1,-48.6,-49.9,-49,0,0,0,0,-,-,16.875,16.875,962,563,34,14,210,158,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSKStrong,QPSKStrong,/,/,/,/,78,-
I-8,,1908-CTG_R1767_NE_1,Sep-08,3-ISV3,1(767-CTG_X0141_NE_1),,767-CTG_X0141_NE_1,9-767,4-ISV3,1(1908-CTG_R1767_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-2,XMC-2,TX high,TX low,38395,37135,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",0,0,0,0,-10,-10,-36.5,-37.3,0.1,0.1,0,0,-35.8,-37.1,-36.5,-37.4,0,0,0,0,-,-,88.203,88.203,36198,8945,111,112,8803,2516,Enabled,Enabled,-49,-49,-54,-54,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,80,-
l-30,,1935-CTG_B0356_NE_1,Sep-35,3-ISV3,1(1938-CTG_X0139_NE_1),,1938-CTG_X0139_NE_1,Sep-38,5-ISV3,1(CTG_B0356_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25588.5,24580.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",0,0,0,0,-10,-10,-34.4,-36.2,0,0.1,0,0,-34.4,-35.8,-34.8,-36.2,0,0,0,0,-,-,42.269,42.269,313,194,37,6,52,18,Enabled,Enabled,-54,-54,-59,-59,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,81,-
l-31,,1880-CTG_M0335_NE_1,9-1880,3-ISV3,1(CTG_X0139_NE_1),,1938-CTG_X0139_NE_1,Sep-38,7-ISV3,1(CTG_M0335_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-2,XMC-2,TX high,TX low,38426.5,37166.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",0,0,0,0,-10,-10,-34.8,-33.9,0,0.1,0,0,-34.7,-33.7,-34.8,-33.9,0,0,0,0,-,-,42.269,42.269,1254,856,30,29,238,175,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,82,-
l-37,,1913-CTG_M0304_NE_1,Sep-13,3-ISV3,1(1938-CTG_X0139_NE_1),,1938-CTG_X0139_NE_1,Sep-38,10-ISV3,1(CTG_M0304_NE_1),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[15138.000,15348.000]","[14718.000,14928.000]",XMC-2,XMC-2,TX high,TX low,15141.5,14721.5,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",5,5,0.1,0,-10,-10,-39.8,-40,0.2,0.1,0,-0.1,-38.9,-39.3,-40.2,-40.6,0,0,0,0,-,-,53.699,53.699,29319,5284,40,47,853,235,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,84,-
l-19,,1560-CTG_X0759_NE_1,9-1560,3-ISV3,1(CTG_X0146_NE_2),,1607-CTG_X0146_NE_2,9-1607,5-ISV3,1(CTG_X0759_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24598,25606,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",0,0,0,0.1,-10,-10,-33.3,-34.5,0.1,0.1,0,0,-33.2,-34.4,-33.5,-34.6,0,0,0,0,-,-,88.203,88.203,50390,9977,213,292,15283,3718,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,90,-
l-1,,1116-CTG_B0561_NE_1,9-1116,3-ISV3,1(CTG_B1453_NE_1),,108-CTG_B1453_NE_1,9-108,4-ISV3,1(CTG_B0561_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25588.5,24580.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",0,0,0,0,-10,-10,-32.3,-31.5,0.1,0.1,0,0,-32.1,-31.3,-32.4,-31.5,0,0,0,0,-,-,42.269,42.269,17291,1175,36,29,429,180,Enabled,Enabled,-55,-55,-60,-60,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,91,-
Danger For Abis Vlan,,2044-BAR_X0008_NE_1,Sep-44,3-ISV3,1(BAR_X0007_NE_1),,2042-BAR_X0007_NE_1,Sep-42,5-ISV3,1(BAR_X0008_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18984,17974,"4E1,7MHz,256QAM","4E1,7MHz,256QAM",23,23,10.5,13.5,-10,-10,-66,-66.2,10.5,14.6,8.5,13.5,-64.6,-66.2,-66,-66.8,4,4,3,3,75,75,34.051,34.051,0,0,0,0,0,0,Enabled,Enabled,-52,-52,-80,-80,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,92,-
l-14,,2018-BAR_X9001_NE_1,Sep-18,13-ISV3,1(BAR_X0007_NE_1),,2042-BAR_X0007_NE_1,Sep-42,4-ISV3,1(BAR_X9001_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,19012.5,18002.5,"4E1,28MHz,1024QAMLight","4E1,28MHz,1024QAMLight",4,4,0.1,0,-10,-10,-43.1,-41.6,0.1,0,0,0,-42.8,-41.5,-43.1,-41.7,4,4,3,3,75,75,219.097,219.097,28308,93254,0,3,8047,32453,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,93,-
Chain 3,,2018-BAR_X9001_NE_1,Sep-18,7-ISV3,1(BAR_R0054_NE_1),,2022-BAR_R0054_NE_1,Sep-22,3-ISV3,1(BAR_X9001_NE_1),Hybrid(480Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25613,24605,"38E1,56MHz,1024QAMLight","38E1,56MHz,1024QAMLight",15,15,0,0,-10,-10,-39.6,-40.3,0,0.1,-0.1,0,-39.6,-39.8,-39.8,-40.3,38,38,18,19,47.37,50,400.217,400.217,53442,213956,4162,2902,25741,90655,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAM,16QAM,/,/,/,/,94,-
l-16,,2018-BAR_X9001_NE_1,Sep-18,8-ISV3,1(BAR_X0114_NE_1),,2013-BAR_X0114_NE_1,Sep-13,3-ISV3,1(BAR_X9001_NE_1),Hybrid(183Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18957.5,17947.5,"2E1,28MHz,256QAM","2E1,28MHz,256QAM",4,4,0,0,-10,-90,-40.9,-43,0,0,0,0,-40.9,-42.7,-41.3,-43,2,2,0,0,0,0,178.342,178.342,9860,51310,89,118,2407,9180,Enabled,Enabled,-49.5,-49.5,-54.5,-70.5,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,95,-
Chain-4,,2018-BAR_X9001_NE_1,Sep-18,9-ISV3,1(2031-BAR_X0080_NE_1),,2031-BAR_X0080_NE_1,Sep-31,3-ISV3,1(2018-BAR_X9001_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37128,38388,"8E1,28MHz,1024QAMLight","8E1,28MHz,1024QAMLight",0,0,0,0,-10,-10,-40.8,-38.8,0.1,0,0,0,-38,-37.5,-40.8,-38.8,8,8,3,3,37.5,37.5,210.797,210.797,26204,128130,779,644,8862,30346,Enabled,Enabled,-41,-41,-46,-46,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSK,QPSK,/,/,/,/,96,-
l-1,,2038-BAR_G0116_NE_1,Sep-38,3-ISV3,1(BAR_X0003_NE_1),,2039-BAR_X0003_NE_1,Sep-39,5-ISV3,1(2038-BAR_G0116_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17940.63,18950.63,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",6,6,0,0,-10,-10,-47,-46.8,0,0,-0.1,-0.1,-47,-46.8,-47.3,-47.2,0,0,0,0,-,-,88.203,88.203,35270,12051,151,273,13508,4562,Enabled,Enabled,-49,-49,-54,-54,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,99,-
Temporary link,,2039-BAR_X0003_NE_1,Sep-39,3-ISV3,1(BAR_X0007_NE_1),,2042-BAR_X0007_NE_1,Sep-42,3-ISV3,1(BAR_X0003_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,10978.5,11508.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",4,4,8.4,14,-10,-10,-58,-63.3,8.4,14,-2,-4,-55.2,-54.8,-58,-63.3,0,0,0,0,-,-,42.269,42.269,0,0,0,0,0,0,Enabled,Enabled,-42,-42,-70,-70,Disabled,Disabled,-,-,-,-,Disabled,Disabled,/,/,/,/,/,/,/,/,100,-
l-1,,2043-BAR_X0110_NE_1,Sep-43,3-ISV3,1(BAR_X0008_NE_1),,2044-BAR_X0008_NE_1,Sep-44,5-ISV3,1(BAR_X0110_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17947.5,18957.5,"0E1,28MHz,1024QAMLight","0E1,28MHz,1024QAMLight",11,11,0,0,-10,-10,-45.4,-45,0,0.1,0,0,-45.2,-44.7,-45.5,-45,0,0,0,0,-,-,227.398,227.398,129825,32789,974,772,37801,8627,Enabled,Enabled,-45,-45,-50,-70,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,101,-
l-19,,2123-RAJ_X0355_NE_1,Sep-23,3-ISV3,1(2118-RAJ_X9015_NE_1),,2118-RAJ_X9015_NE_1,Sep-18,8-ISV3,1(RAJ_X0355_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25599,24591,"1E1,28MHz,1024QAMLight","1E1,28MHz,1024QAMLight",8,8,0,0,-10,-10,-40.2,-39.9,0,0,0,0,-39.8,-39.3,-40.3,-39.9,1,1,0,0,0,0,225.323,225.323,182150,42829,1981,1478,78590,19937,Enabled,Enabled,-44,-44,-49,-49,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,105,-
l-20,,2129-RAJ_X0039_NE_1,Sep-29,5-ISV3,1(2118-RAJ_X9015_NE_1),,2118-RAJ_X9015_NE_1,Sep-18,13-ISV3,1(RAJ_X0039_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-2,XMC-2,TX high,TX low,38416,37156,"59E1,28MHz,1024QAMLight","59E1,28MHz,1024QAMLight",4,4,4,4,-10,-10,-29.8,-32.9,4.1,4.1,4,4,-29.8,-32.3,-31,-32.9,59,59,40,37,67.8,62.71,104.963,104.963,78103,29584,439,422,25997,6858,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,64QAM,64QAM,/,/,/,/,106,-
l-23,,2106-RAJ_X0186_NE_1,Sep-06,3-ISV3,1(2118-RAJ_X9015_NE_1),,2118-RAJ_X9015_NE_1,Sep-18,12-ISV3,1(RAJ_X0186_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,19012.5,18002.5,"2E1,28MHz,1024QAMLight","2E1,28MHz,1024QAMLight",8,8,0.1,0,-10,-10,-47.1,-47,0.1,0.1,0,0,-47.1,-46.7,-48.3,-47.3,2,2,0,0,0,0,223.248,223.248,165538,46807,1720,1735,79159,23345,Enabled,Enabled,-52,-52,-57,-57,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,107,-
l-28,,2113-CTG_X9003_NE_1,Sep-13,7-ISV3,1(CTG_X0033_NE_1),,2109-CTG_X0033_NE_1,Sep-09,5-ISV3,1(CTG_X9003_NE_1),Hybrid(395Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25613,24605,"20E1,56MHz,512QAM","20E1,56MHz,512QAM",0,0,0,0,-10,-10,-39.1,-38.3,0.1,0.1,0,0,-38.9,-38.1,-39.7,-38.8,20,20,18,19,90,95,352.339,352.339,71091,283528,3972,4563,33845,138524,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAM,512QAM,QPSKStrong,QPSKStrong,/,/,/,/,108,-
l-4,,2118-RAJ_X9015_NE_1,Sep-18,14-ISV3,1(RAJ_X0187_NE_1),,2112-RAJ_X0187_NE_1,Sep-12,4-ISV3,1(RAJ_X9015_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,10989,11519,"1E1,28MHz,1024QAMLight","1E1,28MHz,1024QAMLight",16,16,16.1,15.9,-10,-10,-43.7,-43.6,16.1,16,16,15.9,-42,-41.1,-43.7,-43.6,1,1,0,0,0,0,225.323,225.323,15452,58425,4,5,408,4877,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,109,-
l-5,,2118-RAJ_X9015_NE_1,Sep-18,9-ISV3,1(RAJ_X0353_NE_1),,2121-RAJ_X0353_NE_1,Sep-21,3-ISV3,1(2118-RAJ_X9015_NE_1),Hybrid(161Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17947.5,18957.5,"0E1,28MHz,128QAM","0E1,28MHz,128QAM",13,13,-55,-55,-10,-10,-90,-90,7.5,7,-55,-55,-44.4,-43.1,-90,-90,0,0,0,0,-,-,159.919,159.919,43818,154828,1065,1402,13446,53614,Enabled,Enabled,-42,-42,-47,-47,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSK,QPSK,/,/,/,/,110,-
l-5,,2114-RAJ_G0354_NE_1,Sep-14,3-ISV3,1(RAJ_X0353_NE_1),,2121-RAJ_X0353_NE_1,Sep-21,5-ISV3,1(2114-RAJ_G0354_NE_1),Hybrid(101Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17940.63,18950.63,"0E1,14MHz,512QAMLight","0E1,14MHz,512QAMLight",8,8,6.6,6.5,-10,-10,-48.7,-47.9,6.6,6.5,4,2.1,-48.7,-47.9,-50.4,-49.3,0,0,0,0,-,-,100.143,100.143,67253,27836,196,137,20771,4780,Enabled,Enabled,-46,-46,-51,-51,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,112,-
