Link Name,Source Physical Location,Source NE Name,Source NE ID,Source Board,Source Port,Sink Physical Location,Sink NE Name,Sink NE ID,Sink Board,Sink Port,Level,Up and down Rate Ratio(TX:RX),Source Protect Type,Sink Protect Type,Source Protection Group ID,Sink Protection Group ID,Source Protect Unit Type,Sink Protect Unit Type,Source Revertive Mode,Sink Revertive Mode,Source Protection Group Active Work Unit,Sink Protection Group Active Work Unit,Source XPIC Group ID,Sink XPIC Group ID,Source XPIC Group Capacity (Mbit/s),Sink XPIC Group Capacity (Mbit/s),Source XPIC Polarization Direction,Sink XPIC Polarization Direction,Source XPIC Adjoin NEID,Sink XPIC Adjoin NEID,Source XPIC Adjoin LinkID,Sink XPIC Adjoin LinkID,Source Frequency(GHz),Sink Frequency(GHz),Source ODU Frequency Range(MHz),Sink ODU Frequency Range(MHz),Source Equipment Infomation,Sink Equipment Infomation,Source Station Type,Sink Station Type,Source NE Frequency (MHz),Sink NE Frequency (MHz),Source NE Radio Work Mode,Sink NE Radio Work Mode,Source NE Preset Value of Transmit Power,Sink NE Preset Value of Transmit Power,Source NE Current Value of Transmit Power,Sink NE Current Value of Transmit Power,Source NE Preset Value of Receive Power,Sink NE Preset Value of Receive Power,Source NE Current Value of Receive Power,Sink NE Current Value of Receive Power,Source NE Max Value of Transmit Power of 24-Hour PM,Sink NE Max Value of Transmit Power of 24-Hour PM,Source NE Min Value of Transmit Power of 24-Hour PM,Sink NE Min Value of Transmit Power of 24-Hour PM,Source NE Max Value of Receive Power of 24-Hour PM,Sink NE Max Value of Receive Power of 24-Hour PM,Source NE Min Value of Receive Power of 24-Hour PM,Sink NE Min Value of Receive Power of 24-Hour PM,Source NE Guaranteed E1 Capacity,Sink NE Guaranteed E1 Capacity,Source NE Occupied E1 Capacity,Sink NE Occupied E1 Capacity,Source NE E1 Capacity Usage (%),Sink NE E1 Capacity Usage (%),Source NE Ethernet Capacity (Mbit/s),Sink NE Ethernet Capacity (Mbit/s),Source NE Max. Ethernet Throughput (kbps),Sink NE Max. Ethernet Throughput (kbps),Source NE Min. Ethernet Throughput (kbps),Sink NE Min. Ethernet Throughput (kbps),Source NE Average Ethernet Throughput (kbps),Sink NE Average Ethernet Throughput (kbps),Source NE ATPC Enable Status,Sink NE ATPC Enable Status,Source NE ATPC Upper Threshold,Sink NE ATPC Upper Threshold,Source NE ATPC Lower Threshold,Sink NE ATPC Lower Threshold,Source NE ATPC Automatic Threshold Enable Status,Sink NE ATPC Automatic Threshold Enable Status,Source NE ATPC Upper Automatic Threshold,Sink NE ATPC Upper Automatic Threshold,Source NE ATPC Lower Automatic Threshold,Sink NE ATPC Lower Automatic Threshold,Source NE AM Status,Sink NE AM Status,Source AM Full Capacity Modulation Format,Sink AM Full Capacity Modulation Format,Source AM Guaranteed Capacity Modulation Format,Sink AM Guaranteed Capacity Modulation Format,Highest-Order AM Scheme for Source NE,Highest-Order AM Scheme for Sink NE,Lowest-Order AM Scheme for Source NE,Lowest-Order AM Scheme for Sink NE,Link ID,Site Distance
l-1,,235-DHK_X9007_NE_1,9-235,12-ISV3,1(DHK_X1973_NE_1),,221-DHK_X1973_NE_1,9-221,3-ISV3,1(DHK_X9007_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14501.000,14725.000]","[14921.000,15145.000]",XMC-2,XMC-2,TX low,TX high,14697,15117,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",12,12,3.9,6,-10,-10,-41.6,-42.6,4.2,6,3.9,5,-41.6,-42.3,-42.5,-42.6,0,0,0,0,-,-,108.702,108.702,16658,58840,476,330,5437,16326,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,198,-
l-69,,288-DHK_X0717_NE_1,9-288,3-ISV3,1(290-DHK_X0370_NE_2),,290-DHK_X0370_NE_2,9-290,3-ISV3,1(288-DHK_X0717_NE_1),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-2,XMC-2,TX high,TX low,38377.5,37117.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",10,10,0,0,-10,-10,-45.5,-46,0,0.1,0,0,-45,-45.7,-45.5,-46,0,0,0,0,-,-,42.269,42.269,356,398,0,0,0,0,Enabled,Enabled,-51,-51,-56,-56,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,256QAM,/,QPSKStrong,/,199,-
l-70,,285-DHK_X0691_NE_1,9-285,3-ISV3,1(290-DHK_X0370_NE_2),,290-DHK_X0370_NE_2,9-290,4-ISV3,1(285-DHK_X0691_NE_1),Hybrid(109Mbit/s),-,1+1(HSB),1+1(HSB),1,2,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,15,15,"[15138.000,15348.000]","[14718.000,14928.000]",XMC-2,XMC-2,TX high,TX low,15145,14725,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",16,16,-55,-55,-10,-10,-55.4,-54.9,6.5,6.4,-55,-55,-54.4,-52.1,-55.4,-66.8,0,0,0,0,-,-,108.702,108.702,55033,19511,193,175,8627,2834,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSK,QPSK,/,/,/,/,200,-
l-71,,288-DHK_X0717_NE_1,9-288,5-ISV3,1(290-DHK_X0370_NE_2),,290-DHK_X0370_NE_2,9-290,5-ISV3,1(288-DHK_X0717_NE_1),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-2,XMC-2,TX high,TX low,38377.5,37117.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",10,10,-55,-55,-10,-10,-44.8,-45.4,-55,-55,-55,-55,-44.3,-45.1,-44.8,-45.5,0,0,0,0,-,-,42.269,42.269,293,239,0,0,0,0,Enabled,Enabled,-51,-51,-56,-56,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,256QAM,/,QPSKStrong,/,201,-
l-72,,285-DHK_X0691_NE_1,9-285,5-ISV3,1(290-DHK_X0370_NE_2),,290-DHK_X0370_NE_2,9-290,6-ISV3,1(285-DHK_X0691_NE_1),Hybrid(89Mbit/s),-,1+1(HSB),1+1(HSB),1,2,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,15,15,"[15138.000,15348.000]","[14718.000,14928.000]",XMC-2,XMC-2,TX high,TX low,15145,14725,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",16,16,7.5,6.5,-10,-10,-55.5,-55,7.5,6.5,-55,-55,-54.5,-53.8,-55.5,-56.1,0,0,0,0,-,-,108.702,108.702,54380,19933,192,177,8627,2834,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSK,QPSK,/,/,/,/,202,-
l-34,,243-DHK_X9020_NE_1,9-243,9-ISV3,1(DHK_X0299_NE_1),,242-DHK_X0299_NE_1,9-242,3-ISV3,1(DHK_X9020_NE_1),Hybrid(101Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25634,24626,"3E1,14MHz,512QAMLight","3E1,14MHz,512QAMLight",0,0,0,0,-10,-10,-37.3,-36.1,0,0.2,0,0,-37,-35.5,-37.3,-36.1,3,3,0,0,0,0,93.922,93.922,4175,29191,0,0,313,1002,Enabled,Enabled,-52,-52,-57,-57,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,1024QAMLight,/,QPSKStrong,211,-
l-35,,248-DHK_B3191_NE_1,9-248,3-ISV3,1(DHK_X0299_NE_1),,242-DHK_X0299_NE_1,9-242,4-ISV3,1(DHK_B3191_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-2,XMC-2,TX high,TX low,38426.5,37166.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",0,0,0,0,-10,-10,-36.5,-37.6,0.1,0.1,0,0,-36.3,-37.6,-36.7,-37.9,0,0,0,0,-,-,42.269,42.269,29334,4099,113,44,1136,374,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,/,256QAM,/,QPSKStrong,212,-
Los Block,,18-DHK_X0173_NE_1,18-Sep,9-ISV3,1(DHK_X0694_NE_1),,16-DHK_X0694_NE_1,16-Sep,3-ISV3,1(DHK_X0173_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,18009.375,19019.375,"1E1,14MHz,1024QAMLight","1E1,14MHz,1024QAMLight",7,7,22.9,22.1,-10,-10,-68.3,-69.3,23,22.1,22.8,21.9,-68.3,-69.1,-69.3,-70.3,1,1,0,0,0,0,106.632,106.632,8434,46756,52,35,2079,7743,Enabled,Enabled,-40,-40.5,-45.5,-45.5,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,1024QAMLight,/,QPSKStrong,/,242,-
ring 01,,13-DHK_X0190_NE_1,13-Sep,3-ISV3,1(DHK_X0608_NE_1),,19-DHK_X0608_NE_1,19-Sep,3-ISV3,1(DHK_X0190_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18957.5,17947.5,"0E1,28MHz,1024QAMLight","0E1,28MHz,1024QAMLight",7,7,0.1,0.1,-10,-10,-43.7,-44.7,0.2,0.1,0.1,0,-43.5,-44.6,-43.8,-45,0,0,0,0,-,-,227.398,227.398,37401,137282,1069,1576,10877,54483,Enabled,Enabled,-47,-47,-52,-52,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,1024QAMLight,/,QPSKStrong,/,245,-
ring 01,,16-DHK_X0694_NE_1,16-Sep,4-ISV3,1(DHK_X3385_NE_1),,23456-DHK_X3385_NE_1,9-23456,4-ISV3,1(DHK_X0694_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18964.375,17954.375,"1E1,14MHz,1024QAMLight","1E1,14MHz,1024QAMLight",4,4,0.9,0,-10,-10,-43.9,-44.7,2,0.1,0.9,0,-43.4,-43.5,-43.9,-44.7,1,1,0,0,0,0,106.632,106.632,12809,33858,160,190,2734,9716,Enabled,Enabled,-42.5,-42.5,-47.5,-47.5,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,251,-
I-3,,13-DHK_X0190_NE_1,13-Sep,5-ISV3,1(DHK_X3385_NE_1),,23456-DHK_X3385_NE_1,9-23456,6-ISV3,1(DHK_X0190_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-2,XMC-2,TX high,TX low,15117,14697,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",10,10,-0.1,0,-10,-10,-40.6,-41.3,0,0.1,-0.2,-0.1,-40.4,-40.9,-40.8,-41.3,0,0,0,0,-,-,108.702,108.702,21668,59771,186,207,2531,12011,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,1024QAMLight,/,QPSKStrong,/,253,-
ring 01,,13-DHK_X0190_NE_1,13-Sep,4-ISV3,1(DHK_B1409_NE_1),,25-DHK_B1409_NE_1,25-Sep,3-ISV3,1(DHK_X0190_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-2,XMC-2,TX high,TX low,38419.5,37159.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",0,0,0,0,-10,-10,-38.7,-40.1,0,0.1,0,0,-37.9,-39.4,-38.7,-40.1,0,0,0,0,-,-,42.269,42.269,1138,17040,31,50,83,234,Enabled,Enabled,-53,-53,-58,-58,Disabled,/,-,/,-,/,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,256QAM,256QAM,QPSKStrong,QPSKStrong,255,-
l-25,,18-DHK_X0173_NE_1,18-Sep,11-ISV3,1(DHK_X9801_NE_1),,28-DHK_X9801_NE_1,28-Sep,3-ISV3,1(DHK_X0173_NE_1),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24615.5,25623.5,"2E1,7MHz,1024QAMLight","2E1,7MHz,1024QAMLight",0,0,0,0,-10,-10,-36.5,-38,0.1,0,0,0,-36.2,-37.7,-36.5,-38,2,2,0,0,0,0,49.587,49.587,8777,47635,15,7,110,2020,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSK,QPSK,256QAM,256QAM,QPSKStrong,QPSKStrong,257,-
l-31,,31-DHK_B1443_NE_1,Sep-31,3-ISV3,1(36-DHK_X0255_NE_1),,36-DHK_X0255_NE_1,Sep-36,4-ISV3,1(DHK_B1443_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37117.5,38377.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",8,8,0.1,0,-10,-10,-46.8,-49.6,0.1,0.1,0,0,-45.8,-48.7,-46.8,-49.6,0,0,0,0,-,-,42.269,42.269,12647,1049,47,30,141,54,Enabled,Enabled,-53.5,-53.5,-58.5,-58.5,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,256QAM,/,QPSKStrong,/,263,-
l-33,,33-DHK_B4562_NE_1,Sep-33,3-ISV3,1(DHK_X0255_NE_2),,37-DHK_X0255_NE_2,Sep-37,5-ISV3,1(DHK_B4562_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37131.5,38391.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",18,18,18.1,17.1,-10,-10,-70.9,-77.2,18.1,18.3,16.8,16.7,-65.7,-63.8,-90,-90,0,0,0,0,-,-,42.269,42.269,29705,5168,0,0,1081,320,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,256QAM,256QAM,QPSKStrong,QPSKStrong,265,-
BSC Tertiary link,,18-DHK_X0173_NE_1,18-Sep,13-ISV3,1(DHK_X3757_NE_1),,42-DHK_X3757_NE_1,Sep-42,3-ISV3,1(DHK_X0173_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17981,18991,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",4,4,0,0.1,-10,-10,-39.4,-38.4,0.1,0.1,0,-0.1,-39.4,-38.4,-39.8,-39.1,0,0,0,0,-,-,42.269,42.269,0,1,0,0,0,0,Enabled,Enabled,-49,-49,-54,-54,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,1024QAMLight,/,QPSKStrong,/,269,-
l-41,,239-DHK_X9041_NE_1,9-239,7-ISV3,1(DHK_X0348_NE_1),,238-DHK_X0348_NE_1,9-238,3-ISV3,1(DHK_X9041_NE_1),Hybrid(89Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37149,38409,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",0,0,0,0,-10,-10,-36.5,-36.8,0.1,0,0,0,-36.1,-36.3,-36.5,-36.8,0,0,0,0,-,-,88.203,88.203,17380,64104,109,133,1236,5475,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,/,256QAM,/,QPSKStrong,276,-
l-42,,239-DHK_X9041_NE_1,9-239,9-ISV3,1(DHK_X0348_NE_1),,238-DHK_X0348_NE_1,9-238,5-ISV3,1(DHK_X9041_NE_1),Hybrid(10Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37149,38409,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",0,0,/,-55,-10,-10,/,-36.7,-55,-55,-55,-55,-35.5,-36.2,-35.8,-36.7,0,0,0,0,-,-,88.203,88.203,18101,62205,110,132,1236,5475,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,/,256QAM,/,QPSKStrong,277,-
l-43,,239-DHK_X9041_NE_1,9-239,8-ISV3,1(DHK_X1949_NE_1),,297-DHK_X1949_NE_1,9-297,3-ISV3,1(DHK_X9041_NE_1),Hybrid(101Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24584,25592,"2E1,14MHz,512QAMLight","2E1,14MHz,512QAMLight",5,5,0,0,-10,-10,-41.2,-42,0.1,0.1,0,0,-40.7,-41.5,-41.2,-42,2,2,0,2,0,100,95.996,95.996,23055,67296,183,229,2476,10381,Enabled,Enabled,-42,-42,-47,-47,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,1024QAMLight,/,QPSKStrong,278,-
l-53,,450-DHK_X0016_NE_1,9-450,9-ISV3,1(DHK_X0317_NE_1),,447-DHK_X0317_NE_1,9-447,5-ISV3,1(DHK_X0016_NE_1),Hybrid(210Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37128,38388,"0E1,28MHz,512QAMLight","0E1,28MHz,512QAMLight",0,0,0,0,-10,-10,-36.5,-36.7,0.1,0.1,0,0,-35.8,-35.9,-36.5,-36.7,0,0,0,0,-,-,209.371,209.371,25369,93785,521,386,6182,19322,Enabled,Enabled,-50,-50,-55,-55,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,291,-
l-2,,448-DHK_X2961_NE_1,9-448,3-ISV3,1(DHK_X0416_NE_1),,446-DHK_X0416_NE_1,9-446,3-ISV3,1(448-DHK_X2961_NE_1-M),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37124.5,38384.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",0,0,0,0,-10,-10,-38.9,-41.4,0.1,0,0,0,-38.3,-40.4,-38.9,-41.4,0,0,0,0,-,-,42.269,42.269,2,0,0,0,1,0,Enabled,Enabled,-51,-51,-56,-56,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,256QAM,256QAM,QPSKStrong,QPSKStrong,298,-
l-3,,448-DHK_X2961_NE_1,9-448,5-ISV3,1(DHK_X0416_NE_1),,446-DHK_X0416_NE_1,9-446,5-ISV3,1(448-DHK_X2961_NE_1-S),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37124.5,38384.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",0,0,-55,-55,-10,-10,-38.7,-38.5,-55,-55,-55,-55,-38.3,-37.7,-38.7,-38.5,0,0,0,0,-,-,42.269,42.269,2,0,0,0,1,0,Enabled,Enabled,-51,-51,-56,-56,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,256QAM,256QAM,QPSKStrong,QPSKStrong,299,-
l-2,,305-DHK_X0030_NE_1,9-305,3-ISV3,1(DHK_X3485_NE_1),,298-DHK_X3485_NE_1,9-298,3-ISV3,1(DHK_X0030_NE_1),Hybrid(101Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24598,25606,"0E1,14MHz,512QAMLight","0E1,14MHz,512QAMLight",0,0,0,0,-10,-10,-31.4,-31.8,0.1,0.1,0,0,-31,-31.5,-31.4,-31.9,0,0,0,0,-,-,100.143,100.143,10728,46483,112,128,1537,7327,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,305,-
l-4,,275-DHK_X0802_NE_1,9-275,4-ISV3,1(DHK_X1125_NE_1),,276-DHK_X1125_NE_1,9-276,3-ISV3,1(DHK_X0802_NE_1),Hybrid(101Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25634,24626,"0E1,14MHz,512QAMLight","0E1,14MHz,512QAMLight",7,7,0,0,-10,-10,-38.6,-37,0.1,0.1,0,0,-37.3,-36.1,-42.1,-41,0,0,0,0,-,-,100.143,100.143,20593,61431,296,214,3793,10819,Enabled,Enabled,-52,-52,-57,-57,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSK,QPSK,/,/,/,/,307,-
l-2,,543-DHK_X0672_NE_1,9-543,3-ISV3,1(MT14_NE_1),,83-MT14_NE_1,Sep-83,11-ISV3,1(DHK_X0672_NE_1),Hybrid(183Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37128,38388,"2E1,28MHz,256QAM","2E1,28MHz,256QAM",10,10,0,0,-10,-10,-43.8,-45.4,0.1,0,0,0,-43.8,-45.4,-44.2,-46.4,2,2,1,1,50,50,178.342,178.342,98,1,0,0,0,0,Enabled,Enabled,-48,-48,-53,-53,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,1024QAMLight,/,QPSKStrong,311,-
l-4,,2-DHK_X9006_NE_1,2-Sep,7-ISV3,1(DHK_X0725_NE_1),,1-DHK_X0725_NE_1,1-Sep,3-ISV3,1(DHK_X9006_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24622.5,25630.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",13,13,0.1,0,-10,-10,-49.8,-50.1,0.3,0.2,0.1,0,-49.6,-49.5,-50.1,-50.1,0,0,0,0,-,-,42.269,42.269,0,/,0,/,0,/,Enabled,Enabled,-48,-48,-53,-53,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,314,-
l-9,,6-DHK_X3774_NE_1,6-Sep,3-ISV3,1(DHK_X3400_NE_1),,9-DHK_X3400_NE_1,9-Sep,3-ISV3,1(DHK_X3774_NE_1),Hybrid(101Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14501.000,14725.000]","[14921.000,15145.000]",XMC-2,XMC-2,TX low,TX high,14697,15117,"0E1,14MHz,512QAMLight","0E1,14MHz,512QAMLight",11,11,4.1,6.7,-10,-10,-42.5,-42.6,5,7.4,4.1,6.7,-41.2,-41.8,-42.5,-42.6,0,0,0,0,-,-,100.143,100.143,54826,18441,316,265,11050,2489,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,319,-
l-12,,6-DHK_X3774_NE_1,6-Sep,4-ISV3,1(DHK_B1414_NE_1),,10-DHK_B1414_NE_1,10-Sep,3-ISV3,1(DHK_X3774_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24629.5,25637.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",0,0,0,0,-10,-10,-31.7,-32.6,0.1,0.1,0,0,-31.7,-32.5,-32,-32.9,0,0,0,0,-,-,42.269,42.269,5704,37226,64,84,336,839,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,322,-
